ai_band,n,avg_margin,median_margin,avg_margin_capped,min_margin,max_margin,small_sample_flag
0-20%,778,0.05964330362801922,0.20981264094179058,0.08170138969987908,-10.319459082320748,0.9464106541204358,False
20-40%,1069,0.10269598034511264,0.2701617148086065,0.13924277372658933,-16.736802299198306,0.9519275929549902,False
40-60%,812,0.24629644201599957,0.3529701734885034,0.24972254636372376,-5.595001420051122,0.9623435450180229,False
60-80%,350,0.2654232698546286,0.39343291653031665,0.28683883784836584,-9.661770544488713,0.9625867512811179,False
80-100%,48,0.287653297055698,0.4896296581104544,0.30304491044927223,-3.3854502520074004,0.934175416401462,True
